t	H	V	T	P
4.414e+00	-6.765e+02	-6.767278e+02	1.568e-01	0.000e+00
4.418e+00	-6.765e+02	-6.767167e+02	1.497e-01	0.000e+00
4.422e+00	-6.765e+02	-6.766980e+02	1.378e-01	0.000e+00
4.426e+00	-6.765e+02	-6.766765e+02	1.240e-01	0.000e+00
4.430e+00	-6.765e+02	-6.766577e+02	1.120e-01	0.000e+00
4.434e+00	-6.765e+02	-6.766467e+02	1.050e-01	0.000e+00
4.438e+00	-6.765e+02	-6.766468e+02	1.051e-01	0.000e+00
4.442e+00	-6.765e+02	-6.766591e+02	1.129e-01	0.000e+00
4.446e+00	-6.765e+02	-6.766815e+02	1.273e-01	0.000e+00
4.450e+00	-6.765e+02	-6.767098e+02	1.454e-01	0.000e+00
4.454e+00	-6.765e+02	-6.767382e+02	1.635e-01	0.000e+00
4.458e+00	-6.765e+02	-6.767606e+02	1.779e-01	0.000e+00
4.462e+00	-6.765e+02	-6.767723e+02	1.853e-01	0.000e+00
4.466e+00	-6.765e+02	-6.767702e+02	1.840e-01	0.000e+00
4.470e+00	-6.765e+02	-6.767542e+02	1.738e-01	0.000e+00
4.474e+00	-6.765e+02	-6.767269e+02	1.563e-01	0.000e+00
4.478e+00	-6.765e+02	-6.766928e+02	1.345e-01	0.000e+00
4.482e+00	-6.765e+02	-6.766580e+02	1.122e-01	0.000e+00
4.486e+00	-6.765e+02	-6.766284e+02	9.328e-02	0.000e+00
4.490e+00	-6.765e+02	-6.766090e+02	8.085e-02	0.000e+00
4.494e+00	-6.765e+02	-6.766028e+02	7.688e-02	0.000e+00
4.498e+00	-6.765e+02	-6.766104e+02	8.171e-02	0.000e+00
4.502e+00	-6.765e+02	-6.766297e+02	9.409e-02	0.000e+00
4.506e+00	-6.765e+02	-6.766569e+02	1.115e-01	0.000e+00
4.510e+00	-6.765e+02	-6.766866e+02	1.305e-01	0.000e+00
4.514e+00	-6.765e+02	-6.767134e+02	1.476e-01	0.000e+00
4.518e+00	-6.765e+02	-6.767326e+02	1.599e-01	0.000e+00
4.522e+00	-6.765e+02	-6.767413e+02	1.655e-01	0.000e+00
4.526e+00	-6.765e+02	-6.767387e+02	1.638e-01	0.000e+00
4.530e+00	-6.765e+02	-6.767263e+02	1.559e-01	0.000e+00
4.534e+00	-6.765e+02	-6.767074e+02	1.439e-01	0.000e+00
4.538e+00	-6.765e+02	-6.766868e+02	1.306e-01	0.000e+00
4.542e+00	-6.765e+02	-6.766689e+02	1.192e-01	0.000e+00
4.546e+00	-6.765e+02	-6.766579e+02	1.122e-01	0.000e+00
4.550e+00	-6.765e+02	-6.766560e+02	1.109e-01	0.000e+00
4.554e+00	-6.765e+02	-6.766636e+02	1.158e-01	0.000e+00
4.558e+00	-6.765e+02	-6.766789e+02	1.256e-01	0.000e+00
4.562e+00	-6.765e+02	-6.766987e+02	1.383e-01	0.000e+00
4.566e+00	-6.765e+02	-6.767187e+02	1.511e-01	0.000e+00
4.570e+00	-6.765e+02	-6.767347e+02	1.613e-01	0.000e+00
4.574e+00	-6.765e+02	-6.767431e+02	1.667e-01	0.000e+00
4.578e+00	-6.765e+02	-6.767422e+02	1.661e-01	0.000e+00
4.582e+00	-6.765e+02	-6.767320e+02	1.596e-01	0.000e+00
4.586e+00	-6.765e+02	-6.767144e+02	1.483e-01	0.000e+00
4.590e+00	-6.765e+02	-6.766926e+02	1.344e-01	0.000e+00
4.594e+00	-6.765e+02	-6.766708e+02	1.204e-01	0.000e+00
4.598e+00	-6.765e+02	-6.766527e+02	1.088e-01	0.000e+00
4.602e+00	-6.765e+02	-6.766414e+02	1.016e-01	0.000e+00
4.606e+00	-6.765e+02	-6.766385e+02	9.972e-02	0.000e+00
4.610e+00	-6.765e+02	-6.766439e+02	1.032e-01	0.000e+00
4.614e+00	-6.765e+02	-6.766561e+02	1.110e-01	0.000e+00
4.618e+00	-6.765e+02	-6.766724e+02	1.214e-01	0.000e+00
4.622e+00	-6.765e+02	-6.766900e+02	1.327e-01	0.000e+00
4.626e+00	-6.765e+02	-6.767060e+02	1.429e-01	0.000e+00
4.630e+00	-6.765e+02	-6.767184e+02	1.509e-01	0.000e+00
4.634e+00	-6.765e+02	-6.767260e+02	1.557e-01	0.000e+00
4.638e+00	-6.765e+02	-6.767285e+02	1.574e-01	0.000e+00
4.642e+00	-6.765e+02	-6.767264e+02	1.560e-01	0.000e+00
4.646e+00	-6.765e+02	-6.767207e+02	1.523e-01	0.000e+00
4.650e+00	-6.765e+02	-6.767124e+02	1.471e-01	0.000e+00
4.654e+00	-6.765e+02	-6.767031e+02	1.411e-01	0.000e+00
4.658e+00	-6.765e+02	-6.766940e+02	1.352e-01	0.000e+00
4.662e+00	-6.765e+02	-6.766862e+02	1.303e-01	0.000e+00
4.666e+00	-6.765e+02	-6.766810e+02	1.269e-01	0.000e+00
4.670e+00	-6.765e+02	-6.766788e+02	1.255e-01	0.000e+00
4.674e+00	-6.765e+02	-6.766800e+02	1.263e-01	0.000e+00
4.678e+00	-6.765e+02	-6.766841e+02	1.289e-01	0.000e+00
4.682e+00	-6.765e+02	-6.766900e+02	1.327e-01	0.000e+00
4.686e+00	-6.765e+02	-6.766963e+02	1.367e-01	0.000e+00
4.690e+00	-6.765e+02	-6.767012e+02	1.399e-01	0.000e+00
4.694e+00	-6.765e+02	-6.767034e+02	1.413e-01	0.000e+00
4.698e+00	-6.765e+02	-6.767019e+02	1.403e-01	0.000e+00
4.702e+00	-6.765e+02	-6.766969e+02	1.371e-01	0.000e+00
4.706e+00	-6.765e+02	-6.766891e+02	1.321e-01	0.000e+00
4.710e+00	-6.765e+02	-6.766802e+02	1.264e-01	0.000e+00
4.714e+00	-6.765e+02	-6.766722e+02	1.213e-01	0.000e+00
4.718e+00	-6.765e+02	-6.766666e+02	1.177e-01	0.000e+00
4.722e+00	-6.765e+02	-6.766649e+02	1.166e-01	0.000e+00
4.726e+00	-6.765e+02	-6.766674e+02	1.182e-01	0.000e+00
4.730e+00	-6.765e+02	-6.766737e+02	1.222e-01	0.000e+00
4.734e+00	-6.765e+02	-6.766825e+02	1.279e-01	0.000e+00
4.738e+00	-6.765e+02	-6.766922e+02	1.341e-01	0.000e+00
4.742e+00	-6.765e+02	-6.767012e+02	1.398e-01	0.000e+00
4.746e+00	-6.765e+02	-6.767078e+02	1.441e-01	0.000e+00
4.750e+00	-6.765e+02	-6.767112e+02	1.462e-01	0.000e+00
4.754e+00	-6.765e+02	-6.767110e+02	1.461e-01	0.000e+00
4.758e+00	-6.765e+02	-6.767075e+02	1.439e-01	0.000e+00
4.762e+00	-6.765e+02	-6.767015e+02	1.400e-01	0.000e+00
4.766e+00	-6.765e+02	-6.766941e+02	1.353e-01	0.000e+00
4.770e+00	-6.765e+02	-6.766865e+02	1.305e-01	0.000e+00
4.774e+00	-6.765e+02	-6.766797e+02	1.261e-01	0.000e+00
4.778e+00	-6.765e+02	-6.766745e+02	1.228e-01	0.000e+00
4.782e+00	-6.765e+02	-6.766714e+02	1.208e-01	0.000e+00
4.786e+00	-6.765e+02	-6.766707e+02	1.203e-01	0.000e+00
4.790e+00	-6.765e+02	-6.766723e+02	1.213e-01	0.000e+00
4.794e+00	-6.765e+02	-6.766760e+02	1.237e-01	0.000e+00
4.798e+00	-6.765e+02	-6.766815e+02	1.272e-01	0.000e+00
4.802e+00	-6.765e+02	-6.766880e+02	1.314e-01	0.000e+00
4.806e+00	-6.765e+02	-6.766949e+02	1.358e-01	0.000e+00
4.810e+00	-6.765e+02	-6.767010e+02	1.397e-01	0.000e+00
4.814e+00	-6.765e+02	-6.767053e+02	1.425e-01	0.000e+00
4.818e+00	-6.765e+02	-6.767069e+02	1.435e-01	0.000e+00
4.822e+00	-6.765e+02	-6.767053e+02	1.425e-01	0.000e+00
4.826e+00	-6.765e+02	-6.767008e+02	1.396e-01	0.000e+00
4.830e+00	-6.765e+02	-6.766942e+02	1.354e-01	0.000e+00
4.834e+00	-6.765e+02	-6.766870e+02	1.308e-01	0.000e+00
4.838e+00	-6.765e+02	-6.766810e+02	1.270e-01	0.000e+00
4.842e+00	-6.765e+02	-6.766780e+02	1.250e-01	0.000e+00
4.846e+00	-6.765e+02	-6.766791e+02	1.257e-01	0.000e+00
4.850e+00	-6.765e+02	-6.766844e+02	1.291e-01	0.000e+00
4.854e+00	-6.765e+02	-6.766929e+02	1.346e-01	0.000e+00
4.858e+00	-6.765e+02	-6.767027e+02	1.409e-01	0.000e+00
4.862e+00	-6.765e+02	-6.767116e+02	1.465e-01	0.000e+00
4.866e+00	-6.765e+02	-6.767172e+02	1.501e-01	0.000e+00
4.870e+00	-6.765e+02	-6.767182e+02	1.508e-01	0.000e+00
4.874e+00	-6.765e+02	-6.767145e+02	1.484e-01	0.000e+00
4.878e+00	-6.765e+02	-6.767071e+02	1.436e-01	0.000e+00
4.882e+00	-6.765e+02	-6.766980e+02	1.378e-01	0.000e+00
4.886e+00	-6.765e+02	-6.766894e+02	1.324e-01	0.000e+00
4.890e+00	-6.765e+02	-6.766836e+02	1.286e-01	0.000e+00
4.894e+00	-6.765e+02	-6.766816e+02	1.273e-01	0.000e+00
4.898e+00	-6.765e+02	-6.766834e+02	1.285e-01	0.000e+00
4.902e+00	-6.765e+02	-6.766879e+02	1.313e-01	0.000e+00
4.906e+00	-6.765e+02	-6.766931e+02	1.347e-01	0.000e+00
4.910e+00	-6.765e+02	-6.766971e+02	1.372e-01	0.000e+00
4.914e+00	-6.765e+02	-6.766982e+02	1.379e-01	0.000e+00
4.918e+00	-6.765e+02	-6.766958e+02	1.364e-01	0.000e+00
4.922e+00	-6.765e+02	-6.766901e+02	1.328e-01	0.000e+00
4.926e+00	-6.765e+02	-6.766828e+02	1.280e-01	0.000e+00
4.930e+00	-6.765e+02	-6.766757e+02	1.236e-01	0.000e+00
4.934e+00	-6.765e+02	-6.766713e+02	1.207e-01	0.000e+00
4.938e+00	-6.765e+02	-6.766710e+02	1.205e-01	0.000e+00
4.942e+00	-6.765e+02	-6.766757e+02	1.235e-01	0.000e+00
4.946e+00	-6.765e+02	-6.766848e+02	1.294e-01	0.000e+00
4.950e+00	-6.765e+02	-6.766966e+02	1.369e-01	0.000e+00
4.954e+00	-6.765e+02	-6.767084e+02	1.445e-01	0.000e+00
4.958e+00	-6.765e+02	-6.767175e+02	1.503e-01	0.000e+00
4.962e+00	-6.765e+02	-6.767215e+02	1.528e-01	0.000e+00
4.966e+00	-6.765e+02	-6.767189e+02	1.512e-01	0.000e+00
4.970e+00	-6.765e+02	-6.767100e+02	1.455e-01	0.000e+00
4.974e+00	-6.765e+02	-6.766963e+02	1.367e-01	0.000e+00
4.978e+00	-6.765e+02	-6.766808e+02	1.268e-01	0.000e+00
4.982e+00	-6.765e+02	-6.766667e+02	1.178e-01	0.000e+00
4.986e+00	-6.765e+02	-6.766575e+02	1.119e-01	0.000e+00
4.990e+00	-6.765e+02	-6.766554e+02	1.106e-01	0.000e+00
4.994e+00	-6.765e+02	-6.766613e+02	1.143e-01	0.000e+00
4.998e+00	-6.765e+02	-6.766740e+02	1.225e-01	0.000e+00
5.002e+00	-6.765e+02	-6.766911e+02	1.334e-01	0.000e+00
5.006e+00	-6.765e+02	-6.767086e+02	1.446e-01	0.000e+00
5.010e+00	-6.765e+02	-6.767225e+02	1.535e-01	0.000e+00
5.014e+00	-6.765e+02	-6.767291e+02	1.577e-01	0.000e+00
5.018e+00	-6.765e+02	-6.767264e+02	1.559e-01	0.000e+00
5.022e+00	-6.765e+02	-6.767142e+02	1.481e-01	0.000e+00
5.026e+00	-6.765e+02	-6.766944e+02	1.355e-01	0.000e+00
5.030e+00	-6.765e+02	-6.766709e+02	1.205e-01	0.000e+00
5.034e+00	-6.765e+02	-6.766487e+02	1.063e-01	0.000e+00
5.038e+00	-6.765e+02	-6.766328e+02	9.608e-02	0.000e+00
5.042e+00	-6.765e+02	-6.766271e+02	9.247e-02	0.000e+00
5.046e+00	-6.765e+02	-6.766338e+02	9.671e-02	0.000e+00
5.050e+00	-6.765e+02	-6.766521e+02	1.084e-01	0.000e+00
5.054e+00	-6.765e+02	-6.766791e+02	1.257e-01	0.000e+00
5.058e+00	-6.765e+02	-6.767096e+02	1.452e-01	0.000e+00
5.062e+00	-6.765e+02	-6.767377e+02	1.632e-01	0.000e+00
5.066e+00	-6.765e+02	-6.767578e+02	1.761e-01	0.000e+00
5.070e+00	-6.765e+02	-6.767660e+02	1.813e-01	0.000e+00
5.074e+00	-6.765e+02	-6.767606e+02	1.779e-01	0.000e+00
5.078e+00	-6.765e+02	-6.767430e+02	1.666e-01	0.000e+00
5.082e+00	-6.765e+02	-6.767169e+02	1.499e-01	0.000e+00
5.086e+00	-6.765e+02	-6.766877e+02	1.312e-01	0.000e+00
5.090e+00	-6.765e+02	-6.766612e+02	1.143e-01	0.000e+00
5.094e+00	-6.765e+02	-6.766424e+02	1.023e-01	0.000e+00
5.098e+00	-6.765e+02	-6.766348e+02	9.735e-02	0.000e+00
5.102e+00	-6.765e+02	-6.766390e+02	1.001e-01	0.000e+00
5.106e+00	-6.765e+02	-6.766538e+02	1.095e-01	0.000e+00
5.110e+00	-6.765e+02	-6.766754e+02	1.233e-01	0.000e+00
5.114e+00	-6.765e+02	-6.766991e+02	1.385e-01	0.000e+00
5.118e+00	-6.765e+02	-6.767197e+02	1.517e-01	0.000e+00
5.122e+00	-6.765e+02	-6.767330e+02	1.602e-01	0.000e+00
5.126e+00	-6.765e+02	-6.767362e+02	1.623e-01	0.000e+00
5.130e+00	-6.765e+02	-6.767289e+02	1.575e-01	0.000e+00
5.134e+00	-6.765e+02	-6.767126e+02	1.472e-01	0.000e+00
5.138e+00	-6.765e+02	-6.766913e+02	1.335e-01	0.000e+00
5.142e+00	-6.765e+02	-6.766697e+02	1.197e-01	0.000e+00
5.146e+00	-6.765e+02	-6.766529e+02	1.090e-01	0.000e+00
5.150e+00	-6.765e+02	-6.766450e+02	1.039e-01	0.000e+00
5.154e+00	-6.765e+02	-6.766482e+02	1.060e-01	0.000e+00
5.158e+00	-6.765e+02	-6.766624e+02	1.151e-01	0.000e+00
5.162e+00	-6.765e+02	-6.766851e+02	1.296e-01	0.000e+00
5.166e+00	-6.765e+02	-6.767120e+02	1.468e-01	0.000e+00
5.170e+00	-6.765e+02	-6.767376e+02	1.632e-01	0.000e+00
5.174e+00	-6.765e+02	-6.767568e+02	1.754e-01	0.000e+00
5.178e+00	-6.765e+02	-6.767656e+02	1.811e-01	0.000e+00
5.182e+00	-6.765e+02	-6.767620e+02	1.788e-01	0.000e+00
5.186e+00	-6.765e+02	-6.767464e+02	1.688e-01	0.000e+00
5.190e+00	-6.765e+02	-6.767215e+02	1.529e-01	0.000e+00
5.194e+00	-6.765e+02	-6.766916e+02	1.337e-01	0.000e+00
5.198e+00	-6.765e+02	-6.766617e+02	1.146e-01	0.000e+00
5.202e+00	-6.765e+02	-6.766369e+02	9.870e-02	0.000e+00
5.206e+00	-6.765e+02	-6.766209e+02	8.848e-02	0.000e+00
5.210e+00	-6.765e+02	-6.766161e+02	8.535e-02	0.000e+00
5.214e+00	-6.765e+02	-6.766225e+02	8.944e-02	0.000e+00
5.218e+00	-6.765e+02	-6.766383e+02	9.958e-02	0.000e+00
5.222e+00	-6.765e+02	-6.766602e+02	1.136e-01	0.000e+00
5.226e+00	-6.765e+02	-6.766839e+02	1.287e-01	0.000e+00
5.230e+00	-6.765e+02	-6.767048e+02	1.421e-01	0.000e+00
5.234e+00	-6.765e+02	-6.767191e+02	1.513e-01	0.000e+00
5.238e+00	-6.765e+02	-6.767245e+02	1.547e-01	0.000e+00
5.242e+00	-6.765e+02	-6.767204e+02	1.521e-01	0.000e+00
5.246e+00	-6.765e+02	-6.767085e+02	1.445e-01	0.000e+00
5.250e+00	-6.765e+02	-6.766919e+02	1.339e-01	0.000e+00
5.254e+00	-6.765e+02	-6.766751e+02	1.232e-01	0.000e+00
5.258e+00	-6.765e+02	-6.766626e+02	1.152e-01	0.000e+00
5.262e+00	-6.765e+02	-6.766581e+02	1.123e-01	0.000e+00
5.266e+00	-6.765e+02	-6.766635e+02	1.158e-01	0.000e+00
5.270e+00	-6.765e+02	-6.766787e+02	1.255e-01	0.000e+00
5.274e+00	-6.765e+02	-6.767009e+02	1.397e-01	0.000e+00
5.278e+00	-6.765e+02	-6.767261e+02	1.558e-01	0.000e+00
5.282e+00	-6.765e+02	-6.767488e+02	1.704e-01	0.000e+00
5.286e+00	-6.765e+02	-6.767643e+02	1.803e-01	0.000e+00
5.290e+00	-6.765e+02	-6.767688e+02	1.831e-01	0.000e+00
5.294e+00	-6.765e+02	-6.767607e+02	1.780e-01	0.000e+00
5.298e+00	-6.765e+02	-6.767410e+02	1.653e-01	0.000e+00
5.302e+00	-6.765e+02	-6.767127e+02	1.472e-01	0.000e+00
5.306e+00	-6.765e+02	-6.766806e+02	1.267e-01	0.000e+00
5.310e+00	-6.765e+02	-6.766501e+02	1.071e-01	0.000e+00
5.314e+00	-6.765e+02	-6.766261e+02	9.175e-02	0.000e+00
5.318e+00	-6.765e+02	-6.766120e+02	8.276e-02	0.000e+00
5.322e+00	-6.765e+02	-6.766095e+02	8.116e-02	0.000e+00
5.326e+00	-6.765e+02	-6.766180e+02	8.654e-02	0.000e+00
5.330e+00	-6.765e+02	-6.766348e+02	9.728e-02	0.000e+00
5.334e+00	-6.765e+02	-6.766562e+02	1.110e-01	0.000e+00
5.338e+00	-6.765e+02	-6.766781e+02	1.250e-01	0.000e+00
5.342e+00	-6.765e+02	-6.766969e+02	1.371e-01	0.000e+00
5.346e+00	-6.765e+02	-6.767099e+02	1.454e-01	0.000e+00
5.350e+00	-6.765e+02	-6.767163e+02	1.495e-01	0.000e+00
5.354e+00	-6.765e+02	-6.767165e+02	1.497e-01	0.000e+00
5.358e+00	-6.765e+02	-6.767124e+02	1.471e-01	0.000e+00
5.362e+00	-6.765e+02	-6.767065e+02	1.433e-01	0.000e+00
5.366e+00	-6.765e+02	-6.767012e+02	1.399e-01	0.000e+00
5.370e+00	-6.765e+02	-6.766987e+02	1.383e-01	0.000e+00
5.374e+00	-6.765e+02	-6.766999e+02	1.391e-01	0.000e+00
5.378e+00	-6.765e+02	-6.767046e+02	1.421e-01	0.000e+00
5.382e+00	-6.765e+02	-6.767118e+02	1.467e-01	0.000e+00
5.386e+00	-6.765e+02	-6.767197e+02	1.518e-01	0.000e+00
5.390e+00	-6.765e+02	-6.767263e+02	1.560e-01	0.000e+00
5.394e+00	-6.765e+02	-6.767298e+02	1.582e-01	0.000e+00
5.398e+00	-6.765e+02	-6.767291e+02	1.578e-01	0.000e+00
5.402e+00	-6.765e+02	-6.767239e+02	1.544e-01	0.000e+00
5.406e+00	-6.765e+02	-6.767148e+02	1.486e-01	0.000e+00
5.410e+00	-6.765e+02	-6.767030e+02	1.411e-01	0.000e+00
5.414e+00	-6.765e+02	-6.766903e+02	1.329e-01	0.000e+00
5.418e+00	-6.765e+02	-6.766785e+02	1.253e-01	0.000e+00
5.422e+00	-6.765e+02	-6.766690e+02	1.192e-01	0.000e+00
5.426e+00	-6.765e+02	-6.766627e+02	1.152e-01	0.000e+00
5.430e+00	-6.765e+02	-6.766598e+02	1.134e-01	0.000e+00
5.434e+00	-6.765e+02	-6.766601e+02	1.135e-01	0.000e+00
5.438e+00	-6.765e+02	-6.766626e+02	1.151e-01	0.000e+00
5.442e+00	-6.765e+02	-6.766662e+02	1.174e-01	0.000e+00
5.446e+00	-6.765e+02	-6.766700e+02	1.198e-01	0.000e+00
5.450e+00	-6.765e+02	-6.766734e+02	1.220e-01	0.000e+00
5.454e+00	-6.765e+02	-6.766764e+02	1.239e-01	0.000e+00
5.458e+00	-6.765e+02	-6.766791e+02	1.257e-01	0.000e+00
5.462e+00	-6.765e+02	-6.766823e+02	1.278e-01	0.000e+00
5.466e+00	-6.765e+02	-6.766866e+02	1.305e-01	0.000e+00
5.470e+00	-6.765e+02	-6.766923e+02	1.342e-01	0.000e+00
5.474e+00	-6.765e+02	-6.766992e+02	1.386e-01	0.000e+00
5.478e+00	-6.765e+02	-6.767067e+02	1.434e-01	0.000e+00
5.482e+00	-6.765e+02	-6.767138e+02	1.480e-01	0.000e+00
5.486e+00	-6.765e+02	-6.767191e+02	1.513e-01	0.000e+00
5.490e+00	-6.765e+02	-6.767214e+02	1.528e-01	0.000e+00
5.494e+00	-6.765e+02	-6.767199e+02	1.518e-01	0.000e+00
5.498e+00	-6.765e+02	-6.767144e+02	1.483e-01	0.000e+00
5.502e+00	-6.765e+02	-6.767055e+02	1.426e-01	0.000e+00
5.506e+00	-6.765e+02	-6.766943e+02	1.354e-01	0.000e+00
5.510e+00	-6.765e+02	-6.766825e+02	1.279e-01	0.000e+00
5.514e+00	-6.765e+02	-6.766720e+02	1.212e-01	0.000e+00
5.518e+00	-6.765e+02	-6.766646e+02	1.165e-01	0.000e+00
5.522e+00	-6.765e+02	-6.766616e+02	1.145e-01	0.000e+00
5.526e+00	-6.765e+02	-6.766636e+02	1.158e-01	0.000e+00
5.530e+00	-6.765e+02	-6.766701e+02	1.200e-01	0.000e+00
5.534e+00	-6.765e+02	-6.766802e+02	1.264e-01	0.000e+00
5.538e+00	-6.765e+02	-6.766920e+02	1.340e-01	0.000e+00
5.542e+00	-6.765e+02	-6.767033e+02	1.412e-01	0.000e+00
5.546e+00	-6.765e+02	-6.767123e+02	1.470e-01	0.000e+00
5.550e+00	-6.765e+02	-6.767173e+02	1.502e-01	0.000e+00
5.554e+00	-6.765e+02	-6.767179e+02	1.506e-01	0.000e+00
5.558e+00	-6.765e+02	-6.767143e+02	1.482e-01	0.000e+00
5.562e+00	-6.765e+02	-6.767076e+02	1.440e-01	0.000e+00
5.566e+00	-6.765e+02	-6.766995e+02	1.388e-01	0.000e+00
5.570e+00	-6.765e+02	-6.766915e+02	1.337e-01	0.000e+00
5.574e+00	-6.765e+02	-6.766850e+02	1.295e-01	0.000e+00
5.578e+00	-6.765e+02	-6.766805e+02	1.266e-01	0.000e+00
5.582e+00	-6.765e+02	-6.766779e+02	1.249e-01	0.000e+00
5.586e+00	-6.765e+02	-6.766767e+02	1.241e-01	0.000e+00
5.590e+00	-6.765e+02	-6.766761e+02	1.237e-01	0.000e+00
5.594e+00	-6.765e+02	-6.766755e+02	1.234e-01	0.000e+00
5.598e+00	-6.765e+02	-6.766750e+02	1.231e-01	0.000e+00
5.602e+00	-6.765e+02	-6.766747e+02	1.229e-01	0.000e+00
5.606e+00	-6.765e+02	-6.766751e+02	1.231e-01	0.000e+00
5.610e+00	-6.765e+02	-6.766767e+02	1.242e-01	0.000e+00
5.614e+00	-6.765e+02	-6.766797e+02	1.261e-01	0.000e+00
5.618e+00	-6.765e+02	-6.766837e+02	1.286e-01	0.000e+00
5.622e+00	-6.765e+02	-6.766881e+02	1.315e-01	0.000e+00
5.626e+00	-6.765e+02	-6.766923e+02	1.342e-01	0.000e+00
5.630e+00	-6.765e+02	-6.766956e+02	1.363e-01	0.000e+00
5.634e+00	-6.765e+02	-6.766976e+02	1.376e-01	0.000e+00
5.638e+00	-6.765e+02	-6.766987e+02	1.382e-01	0.000e+00
5.642e+00	-6.765e+02	-6.766992e+02	1.386e-01	0.000e+00
5.646e+00	-6.765e+02	-6.767000e+02	1.391e-01	0.000e+00
5.650e+00	-6.765e+02	-6.767018e+02	1.403e-01	0.000e+00
5.654e+00	-6.765e+02	-6.767052e+02	1.425e-01	0.000e+00
5.658e+00	-6.765e+02	-6.767102e+02	1.457e-01	0.000e+00
5.662e+00	-6.765e+02	-6.767163e+02	1.496e-01	0.000e+00
5.666e+00	-6.765e+02	-6.767225e+02	1.535e-01	0.000e+00
5.670e+00	-6.765e+02	-6.767273e+02	1.566e-01	0.000e+00
5.674e+00	-6.765e+02	-6.767290e+02	1.577e-01	0.000e+00
5.678e+00	-6.765e+02	-6.767263e+02	1.559e-01	0.000e+00
5.682e+00	-6.765e+02	-6.767183e+02	1.508e-01	0.000e+00
5.686e+00	-6.765e+02	-6.767051e+02	1.423e-01	0.000e+00
5.690e+00	-6.765e+02	-6.766879e+02	1.313e-01	0.000e+00
5.694e+00	-6.765e+02	-6.766689e+02	1.192e-01	0.000e+00
5.698e+00	-6.765e+02	-6.766512e+02	1.078e-01	0.000e+00
5.702e+00	-6.765e+02	-6.766379e+02	9.933e-02	0.000e+00
5.706e+00	-6.765e+02	-6.766318e+02	9.545e-02	0.000e+00
5.710e+00	-6.765e+02	-6.766345e+02	9.718e-02	0.000e+00
5.714e+00	-6.765e+02	-6.766459e+02	1.044e-01	0.000e+00
5.718e+00	-6.765e+02	-6.766639e+02	1.160e-01	0.000e+00
5.722e+00	-6.765e+02	-6.766853e+02	1.297e-01	0.000e+00
5.726e+00	-6.765e+02	-6.767059e+02	1.428e-01	0.000e+00
5.730e+00	-6.765e+02	-6.767216e+02	1.529e-01	0.000e+00
5.734e+00	-6.765e+02	-6.767297e+02	1.581e-01	0.000e+00
5.738e+00	-6.765e+02	-6.767289e+02	1.576e-01	0.000e+00
5.742e+00	-6.765e+02	-6.767202e+02	1.520e-01	0.000e+00
5.746e+00	-6.765e+02	-6.767064e+02	1.432e-01	0.000e+00
5.750e+00	-6.765e+02	-6.766914e+02	1.336e-01	0.000e+00
5.754e+00	-6.765e+02	-6.766794e+02	1.259e-01	0.000e+00
5.758e+00	-6.765e+02	-6.766737e+02	1.223e-01	0.000e+00
5.762e+00	-6.765e+02	-6.766762e+02	1.239e-01	0.000e+00
5.766e+00	-6.765e+02	-6.766868e+02	1.307e-01	0.000e+00
5.770e+00	-6.765e+02	-6.767030e+02	1.411e-01	0.000e+00
5.774e+00	-6.765e+02	-6.767211e+02	1.526e-01	0.000e+00
5.778e+00	-6.765e+02	-6.767362e+02	1.622e-01	0.000e+00
5.782e+00	-6.765e+02	-6.767438e+02	1.671e-01	0.000e+00
5.786e+00	-6.765e+02	-6.767407e+02	1.651e-01	0.000e+00
5.790e+00	-6.765e+02	-6.767259e+02	1.556e-01	0.000e+00
5.794e+00	-6.765e+02	-6.767006e+02	1.394e-01	0.000e+00
5.798e+00	-6.765e+02	-6.766688e+02	1.191e-01	0.000e+00
5.802e+00	-6.765e+02	-6.766361e+02	9.815e-02	0.000e+00
5.806e+00	-6.765e+02	-6.766089e+02	8.076e-02	0.000e+00
5.810e+00	-6.765e+02	-6.765930e+02	7.059e-02	0.000e+00
5.814e+00	-6.765e+02	-6.765923e+02	7.013e-02	0.000e+00
5.818e+00	-6.765e+02	-6.766078e+02	8.009e-02	0.000e+00
5.822e+00	-6.765e+02	-6.766377e+02	9.921e-02	0.000e+00
5.826e+00	-6.765e+02	-6.766770e+02	1.244e-01	0.000e+00
5.830e+00	-6.765e+02	-6.767192e+02	1.514e-01	0.000e+00
5.834e+00	-6.765e+02	-6.767567e+02	1.754e-01	0.000e+00
5.838e+00	-6.765e+02	-6.767831e+02	1.923e-01	0.000e+00
5.842e+00	-6.765e+02	-6.767940e+02	1.993e-01	0.000e+00
5.846e+00	-6.765e+02	-6.767881e+02	1.955e-01	0.000e+00
5.850e+00	-6.765e+02	-6.767669e+02	1.819e-01	0.000e+00
5.854e+00	-6.765e+02	-6.767352e+02	1.617e-01	0.000e+00
5.858e+00	-6.765e+02	-6.766994e+02	1.388e-01	0.000e+00
5.862e+00	-6.765e+02	-6.766665e+02	1.177e-01	0.000e+00
5.866e+00	-6.765e+02	-6.766426e+02	1.024e-01	0.000e+00
5.870e+00	-6.765e+02	-6.766319e+02	9.553e-02	0.000e+00
5.874e+00	-6.765e+02	-6.766353e+02	9.773e-02	0.000e+00
5.878e+00	-6.765e+02	-6.766510e+02	1.078e-01	0.000e+00
5.882e+00	-6.765e+02	-6.766744e+02	1.227e-01	0.000e+00
